"","label","latitude","longitude"
"1493","ATODT",47.5,12.38
"1494","ATOED",48.38,15.13
"1495","ATOFC",46.63,13.82
"1496","ATOHI",47.95,13.3
"1497","ATOHO",48.18,13.53
"1498","ATOIN",48.3,13.43
"1499","ATOLL",47.87,14.27
"1500","ATOLS",47.95,13.78
"1501","ATOMB",47.7,13.1
"1502","ATOOT",48.6,13.93
"1503","ATORB",48.4,16.3
"1504","ATORF",46.57,13.85
"1505","ATORH",47.4,15.22
"1506","ATORI",48.23,14.13
"1507","ATORT",47.9,15.97
"1508","ATOSF",48.4,16.8
"1509","ATOSH",48.33,14.18
"1510","ATOSK",48.62,16.15
"1511","ATOSZ",47.35,16.2
"1512","ATOTN",47.55,13.68
"1513","ATOTT",47.8,16.38
"1514","ATOWD",47.98,16.32
"1515","ATOWG",48.2,15.68
"1516","ATOWN",47.87,13.43
"1517","ATOYH",47.98,16.28
"1518","ATOZB",47.23,10.85
"1519","ATPAL",46.93,15.78
"1520","ATPAM",47.7,16.92
"1521","ATPAS",47.85,16.83
"1522","ATPAT",48.62,15.55
"1523","ATPBK",48.32,13.92
"1524","ATPBM",48.18,16.08
"1525","ATPBN",47.9,16.68
"1526","ATPBU",48.18,15.07
"1527","ATPDG",47.18,15.65
"1528","ATPDO",47.75,16.43
"1529","ATPEB",47.95,14.02
"1530","ATPEC",48.12,16.85
"1531","ATPEG",47.2,15.35
"1532","ATPET",48.13,15.15
"1533","ATPFA",48.02,16.27
"1534","ATPFD",47.37,16.12
"1535","ATPFF",47.3,11.08
"1536","ATPFZ",48.6,16.72
"1537","ATPGG",47.43,16.05
"1538","ATPGM",47.35,15.35
"1539","ATPGN",48.35,14.52
"1540","ATPGO",46.65,14.45
"1541","ATPID",47.83,13.18
"1542","ATPIS",46.68,14.45
"1543","ATPIT",47.72,16.18
"1544","ATPK6",47.17,15.8
"1545","ATPKG",48.18,14.18
"1546","ATPKU",48.7,15.85
"1547","ATPLA",48.67,15.95
"1548","ATPLE",48.05,15.13
"1549","ATPLH",48.35,16.53
"1550","ATPLL",47.32,11.67
"1551","ATPLS",47.22,14.57
"1552","ATPND",47.28,12.72
"1553","ATPNF",48,13.38
"1554","ATPNT",47.88,15.95
"1555","ATPO2",47.32,15.85
"1556","ATPO4",48.13,13.85
"1557","ATPOB",48.72,16.62
"1558","ATPOE",48.2,15.22
"1559","ATPOF",47.92,13.77
"1560","ATPOG",48.32,15.18
"1561","ATPOL",46.73,15.97
"1562","ATPOT",48.38,16.73
"1563","ATPOY",48.67,16.63
"1564","ATPP3",48.37,15.63
"1565","ATPRA",48.13,13.48
"1566","ATPRB",48.33,13.77
"1567","ATPRD",48.7,16.02
"1568","ATPRF",48.33,15.93
"1569","ATPRL",47.4,15.13
"1570","ATPRM",48.23,13.62
"1571","ATPRT",46.93,14.92
"1572","ATPSB",46.82,15.67
"1573","ATPSM",47.17,15.8
"1574","ATPSS",47.28,15.52
"1575","ATPST",46.77,15.37
"1576","ATPTF",48.12,16.27
"1577","ATPTG",48.02,13.13
"1578","ATPTH",48.02,14.98
"1579","ATPTT",47.9,16.38
"1580","ATPTZ",47.12,16.33
"1581","ATPUC",46.93,15.77
"1582","ATPUH",48.75,15.08
"1583","ATPUP",48.33,14
"1584","ATPUU",48.32,14.23
"1585","ATPWE",48.18,13.9
"1586","ATPWG",48,13.08
"1587","ATPZF",48.63,16.27
"1588","ATQWE",48.1,16.47
"1589","ATQXZ",47.48,12.07
"1590","ATR8N",48.05,15.75
"1591","ATRAA",48.23,16.55
"1592","ATRAD",47.38,13.45
"1593","ATRAH",47.05,15.1
"1594","ATRAM",47.07,13.83
"1595","ATRAN",48.12,16.47
"1596","ATRAS",48.57,15.33
"1597","ATRAU",47.22,13
"1598","ATRBA",47.02,15.48
"1599","ATRBG",47,15.93
"1600","ATRBM",47.72,16.42
"1601","ATRCA",47.7,15.83
"1602","ATRCH",48.25,13.52
"1603","ATRDF",48.42,15.65
"1604","ATRDN",46.8,13.7
"1605","ATRDW",46.68,15.57
"1606","ATRED",48.02,13.73
"1607","ATREE",47.37,9.88
"1608","ATREG",48.08,14.13
"1609","ATREI",48.33,13.37
"1610","ATREU",47.5,9.72
"1611","ATRFD",47.45,11.92
"1612","ATRGF",48.4,16.65
"1613","ATRHN",48.23,13
"1614","ATRHR",48.07,16.85
"1615","ATRIK",48.2,13.47
"1616","ATRIM",48.55,14.47
"1617","ATRIT",48.02,14.08
"1618","ATRIZ",47.28,11.05
"1619","ATRLD",47.35,16.13
"1620","ATRMU",48,15.8
"1621","ATRN3",48,16.52
"1622","ATRNA",46.68,14.18
"1623","ATRNZ",47.3,16.45
"1624","ATROA",48.38,15.5
"1625","ATROH",48.07,14.57
"1626","ATROI",48.02,13.82
"1627","ATROS",46.53,14.03
"1628","ATRRA",47.15,15.65
"1629","ATRRF",48.4,15.5
"1630","ATRRM",47.88,14.45
"1631","ATRSB",47.98,15.07
"1632","ATRSD",48.33,15.7
"1633","ATRSL",47.68,14.28
"1634","ATRST",48.67,15.88
"1635","ATRSU",48.63,15.63
"1636","ATRTB",47.43,11.9
"1637","ATRTE",47.47,10.7
"1638","ATRTH",47.28,9.65
"1639","ATRTL",48.55,14.38
"1640","ATRTM",47.25,16.23
"1641","ATRTZ",48.75,15.95
"1642","ATRUD",47.05,16.12
"1643","ATRUG",48.63,15.58
"1644","ATRUM",47.28,11.45
"1645","ATRUN",46.65,14.77
"1646","ATRUP",48.13,15.27
"1647","ATRUS",47.8,16.65
"1648","ATRUZ",47.2,11.88
"1649","ATRXF",48.33,15.27
"1650","ATRZM",47.97,13.7
"1651","ATS6P",47.38,15.02
"1652","ATS7B",47.8,16.6
"1653","ATS7N",48.73,15.25
"1654","ATSA7",48.4,15.83
"1655","ATSAA",47.78,16.93
"1656","ATSAC",46.82,132.18
"1657","ATSAD",47.68,13.13
"1658","ATSAG",47.85,16.62
"1659","ATSAK",48.48,13.75
"1660","ATSAM",48.22,14.97
"1661","ATSAN",46.63,13.88
"1662","ATSAO",46.78,15.75
"1663","ATSAP",47.53,12.57
"1664","ATSAS",47.37,11.72
"1665","ATSAT",47.92,16.23
"1666","ATSAW",48.33,16.22
"1667","ATSBA",47.07,15.25
"1668","ATSBB",48,15.17
"1669","ATSBC",47.87,16.2
"1670","ATSBG",48.13,14.63
"1671","ATSBH",48.45,15.05
"1672","ATSBK",47.22,14.78
"1673","ATSBL",47.07,14.3
"1674","ATSCC",48.2,13.22
"1675","ATSCG",48.72,16.72
"1676","ATSCS",47.2,9.7
"1677","ATSCZ",47.35,11.72
"1678","ATSDB",48.1,14.27
"1679","ATSDD",48.4,15.58
"1680","ATSDG",48.45,13.43
"1681","ATSDN",46.97,11
"1682","ATSDO",48.58,16.63
"1683","ATSEB",46.82,13.48
"1684","ATSEE",47.32,11.17
"1685","ATSEF",48.72,16.17
"1686","ATSEH",47.97,13.08
"1687","ATSEI",47.95,16.52
"1688","ATSEL",47.08,13.63
"1689","ATSET",48.03,14.63
"1690","ATSFA",47.93,13.6
"1691","ATSFD",46.7,15.63
"1692","ATSFI",48.43,13.6
"1693","ATSFL",48.17,13.13
"1694","ATSFS",46.8,14.85
"1695","ATSFT",48.43,15.55
"1696","ATSG4",48.27,14.45
"1697","ATSGA",47.93,13.48
"1698","ATSGF",48.12,15.58
"1699","ATSGG",47.53,14.37
"1700","ATSGL",48.63,13.97
"1701","ATSGN",48.03,13.32
"1702","ATSGR",47.65,16.37
"1703","ATSGS",47.98,12.88
"1704","ATSGT",46.87,15.57
"1705","ATSGY",48.13,14.95
"1706","ATSGZ",48.55,15.23
"1707","ATSH5",47.18,15.82
"1708","ATSHA",47.75,13.95
"1709","ATSHB",48.52,15.7
"1710","ATSHE",48.67,15.07
"1711","ATSHF",48.32,16.67
"1712","ATSHG",48.58,14.2
"1713","ATSHS",47.08,9.92
"1714","ATSHT",48.13,16.47
"1715","ATSIF",47.78,16.53
"1716","ATSIG",47.82,15.7
"1717","ATSII",48.05,14.33
"1718","ATSIP",47.32,13.15
"1719","ATSIR",47.9,13.13
"1720","ATSIS",47.78,16.38
"1721","ATSIT",46.53,14.6
"1722","ATSJD",46.92,12.32
"1723","ATSJK",46.55,14.05
"1724","ATSK3",46.63,14.38
"1725","ATSKB",46.72,13.52
"1726","ATSKG",47.68,14.6
"1727","ATSKH",48.17,13.57
"1728","ATSKK",46.62,14.58
"1729","ATSKM",47.33,15
"1730","ATSKN",47.1,15.82
"1731","ATSKS",46.88,15.97
"1732","ATSLB",47.38,12.63
"1733","ATSLD",47.38,13.68
"1734","ATSLV",46.7,14.85
"1735","ATSLZ",47.27,10.93
"1736","ATSM4",47.1,14.97
"1737","ATSMA",48.13,14.27
"1738","ATSMI",47.33,15
"1739","ATSMK",48.38,14.73
"1740","ATSMM",48.42,14.03
"1741","ATSMN",48.22,14.27
"1742","ATSMR",47.05,15.75
"1743","ATSMU",47.15,14.4
"1744","ATSND",48.03,16.67
"1745","ATSNG",46.98,15.28
"1746","ATSNI",48.23,14.9
"1747","ATSNP",48.25,13.92
"1748","ATSNT",47.23,9.9
"1749","ATSOG",47.97,14.75
"1750","ATSOL",47.5,12.18
"1751","ATSOP",47.08,15.27
"1752","ATSOS",47.98,16.2
"1753","ATSPA",48.2,14.57
"1754","ATSPD",48.05,14.62
"1755","ATSPG",48.45,16.73
"1756","ATSPI",46.8,13.5
"1757","ATSPN",48.38,16.25
"1758","ATSPR",46.75,15.25
"1759","ATSPS",47.6,15.75
"1760","ATSPU",48.08,13.87
"1761","ATSPY",47.65,14.33
"1762","ATSPZ",48.37,15.42
"1763","ATSRB",48.47,15.73
"1764","ATSRD",48.35,16.7
"1765","ATSRM",48.78,15.05
"1766","ATSSB",47,15.4
"1767","ATSSI",47.9,13.97
"1768","ATSSM",47.42,12.83
"1769","ATSSO",47.3,14.98
"1770","ATSSP",47.45,13.2
"1771","ATSSR",46.9,15.73
"1772","ATSSS",47.48,16.48
"1773","ATST2",47.23,11.45
"1774","ATST6",46.8,15.87
"1775","ATST8",47.52,9.87
"1776","ATSTB",47.17,16.17
"1777","ATSTC",48.38,16.22
"1778","ATSTD",47.6,13.63
"1779","ATSTE",46.75,13.23
"1780","ATSTF",47.95,13.23
"1781","ATSTG",46.87,14.87
"1782","ATSTH",47.63,13.6
"1783","ATSTK",46.9,15.33
"1784","ATSTL",47.72,13.48
"1785","ATSTM",47.27,10.97
"1786","ATSTN",48.02,14.65
"1787","ATSTO",47.52,16.47
"1788","ATSTP",48.2,15.63
"1789","ATSTR",47.77,16.47
"1790","ATSUB",48.4,13.42
"1791","ATSUH",48.6,16.77
"1792","ATSUL",47.28,9.65
"1793","ATSUN",48.07,14.07
"1794","ATSUP",47.82,16.4
"1795","ATSUS",48.12,14.02
"1796","ATSVG",46.77,14.35
"1797","ATSVM",48.47,14.15
"1798","ATSVO",48.03,15.67
"1799","ATSVV",46.73,15.62
"1800","ATSWA",47.95,13.58
"1801","ATSWB",46.75,15.2
"1802","ATSWG",48.02,12.95
"1803","ATSWH",48.4,16.62
"1804","ATSWN",47.98,13.25
"1805","ATSWO",47.55,12.13
"1806","ATSWT",47.52,12.32
"1807","ATSXA",48.68,16.87
"1808","ATSYG",48.28,14.37
"1809","ATSYM",47.98,13.8
"1810","ATSZ5",47.28,12.52
"1811","ATSZA",47.55,14.32
"1812","ATSZG",47.8,13.03
"1813","ATSZI",48.45,15.6
"1814","ATTAM",47.13,13.8
"1815","ATTAT",47.95,16.3
"1816","ATTBE",47.48,14.47
"1817","ATTBG",48.5,14.2
"1818","ATTBL",48.3,14.75
"1819","ATTBW",48.15,14.03
"1820","ATTDF",48.38,16.35
"1821","ATTDW",47.82,16.57
"1822","ATTEF",47.95,16.28
"1823","ATTEN",46.98,15.5
"1824","ATTEU",46.9,15.22
"1825","ATTEX",48.03,15.32
"1826","ATTFS",47.32,11.65
"1827","ATTGU",47.83,13.25
"1828","ATTHF",47.85,16.23
"1829","ATTHG",48.25,14.17
"1830","ATTHM",47.18,14.58
"1831","ATTHN",47.2,9.77
"1832","ATTHR",47.3,11.47
"1833","ATTHS",48.38,15.68
"1834","ATTHY",48.85,15.28
"1835","ATTIR",47.7,15.55
"1836","ATTIS",48.03,15.6
"1837","ATTK2",46.7,14.4
"1838","ATTKI",48.27,13.57
"1839","ATTKP",48.42,13.53
"1840","ATTLH",48.23,13.5
"1841","ATTLL",46.8,15.47
"1842","ATTLN",48.33,16.05
"1843","ATTMA",48,13.6
"1844","ATTMH",48.05,12.83
"1845","ATTMR",48.33,15.73
"1846","ATTNG",47.93,14.37
"1847","ATTNQ",48.22,14.23
"1848","ATTNU",47.77,16.48
"1849","ATTPV",46.87,14.47
"1850","ATTR7",47.12,11.32
"1851","ATTRA",48.33,14.62
"1852","ATTRH",47.37,14.98
"1853","ATTRU",48,16.33
"1854","ATTSN",47.57,16.13
"1855","ATTTL",48.7,15.9
"1856","ATTUE",47.92,15.48
"1857","ATTUL",48.28,16.12
"1858","ATTWG",46.9,14.83
"1859","ATTWR",47.3,11.63
"1860","ATTYN",48.35,15.67
"1861","ATUBA",47.2,15.22
"1862","ATUBE",46.52,14.28
"1863","ATUBG",47.12,13.73
"1864","ATUBL",48.1,16.23
"1865","ATUDE",47.32,11.87
"1866","ATUER",48.37,16.63
"1867","ATUFN",47.18,15.67
"1868","ATUGN",48.05,13.62
"1869","ATULB",48.38,15.53
"1870","ATUNA",47.8,13.47
"1871","ATUNG",47.08,15.67
"1872","ATUNK",47.65,12.72
"1873","ATUNN",48.25,16.72
"1874","ATUNZ",47.18,14.43
"1875","ATUPS",46.95,15.4
"1876","ATURB",48.25,15.68
"1877","ATURF",48.32,14.27
"1878","ATURS",47.13,9.8
"1879","ATUTB",48.77,16
"1880","ATUTK",48.7,16.1
"1881","ATUTZ",48.28,13.47
"1882","ATUWF",48.37,14.47
"1883","ATVAS",47,15.55
"1884","ATVCO",48,13.92
"1885","ATVDS",48.1,16.32
"1886","ATVEH",48.15,14.88
"1887","ATVEL",46.62,14.05
"1888","ATVIC",48.53,13.67
"1889","ATVIE",48.2,16.37
"1890","ATVLM",48.47,16.77
"1891","ATVMP",47.33,11.67
"1892","ATVNG",47.28,9.57
"1893","ATVOC",48,13.65
"1894","ATVOF",48.12,16.32
"1895","ATVOK",48,13.48
"1896","ATVOR",47.38,9.9
"1897","ATVOT",46.65,14.62
"1898","ATVTD",47.93,13.07
"1899","ATVTH",47.57,15.48
"1900","ATVTS",48.75,15.17
"1901","ATW8B",47.23,16.35
"1902","ATWAF",47.95,14.77
"1903","ATWAI",48.8,15.27
"1904","ATWAK",48.43,13.82
"1905","ATWAL",47.78,12.97
"1906","ATWAN",47.28,15.32
"1907","ATWAS",47.8,16.13
"1908","ATWB2",48.58,14.55
"1909","ATWBA",46.65,13.78
"1910","ATWBF",48.5,14.43
"1911","ATWBH",48.28,13.38
"1912","ATWBU",48.1,15.6
"1913","ATWCH",47.45,15.82
"1914","ATWDB",48.75,16.5
"1915","ATWDF",46.88,15.47
"1916","ATWDG",47.87,16.03
"1917","ATWDO",46.88,15.52
"1918","ATWDR",48.32,15.67
"1919","ATWDU",46.92,15.45
"1920","ATWE3",48.5,15.77
"1921","ATWEA",48.7,14.88
"1922","ATWEB",47.95,13.02
"1923","ATWEE",47.97,16.02
"1924","ATWEG",47.95,16.4
"1925","ATWEI",47.57,14.22
"1926","ATWEN",46.62,13.93
"1927","ATWER",46.92,15.48
"1928","ATWES",48.2,15.02
"1929","ATWET",48.28,15.25
"1930","ATWEU",48.1,15.52
"1931","ATWEZ",47.22,15.6
"1932","ATWFG",48.1,13.67
"1933","ATWFN",47.47,13.18
"1934","ATWFT",47.47,9.75
"1935","ATWGI",48.23,13.18
"1936","ATWGR",47.93,14.12
"1937","ATWHE",48.32,14.2
"1938","ATWID",47.45,12.05
"1939","ATWIE",48.3,15.68
"1940","ATWIF",47.78,16.05
"1941","ATWIH",47.98,12.88
"1942","ATWIL",48.1,16.8
"1943","ATWIN",48.72,15.73
"1944","ATWIS",49.42,156.98
"1945","ATWKD",48.38,15.47
"1946","ATWKH",47.98,14.25
"1947","ATWKI",47.15,14.73
"1948","ATWLG",48.23,13.67
"1949","ATWLL",47.85,16.17
"1950","ATWLN",48.07,14.37
"1951","ATWLP",47.65,14.98
"1952","ATWLR",47.28,9.65
"1953","ATWLS",47.77,12.97
"1954","ATWNG",48.03,15.02
"1955","ATWNK",47.93,13.38
"1956","ATWNO",46.72,15.2
"1957","ATWO4",48.13,13.43
"1958","ATWOF",46.85,14.83
"1959","ATWOL",48.07,15.05
"1960","ATWON",46.75,15.55
"1961","ATWOS",48.37,15.45
"1962","ATWPD",47.92,16.42
"1963","ATWPH",48.22,13.38
"1964","ATWRT",47.52,15.5
"1965","ATWS6",46.72,15.27
"1966","ATWSD",48.08,15.88
"1967","ATWSE",48.17,14.72
"1968","ATWSG",47.4,11.8
"1969","ATWSH",47.75,16
"1970","ATWSK",48.17,14.12
"1971","ATWST",48.05,14.58
"1972","ATWTB",47.22,16.1
"1973","ATWTD",47.43,12.22
"1974","ATWTG",48.22,15.28
"1975","ATWTH",48.23,13.95
"1976","ATWUF",48.45,13.8
"1977","ATWUL",47.8,16.5
"1978","ATWUP",46.52,13.75
"1979","ATWUR",47.77,16.05
"1980","ATWWT",48.38,16.52
"1981","ATWYR",47.85,14.65
"1982","ATWZK",48.33,13.87
"1983","ATXAE",48.1,14.8
"1984","ATYBB",48.17,15.08
"1985","ATYBS",47.93,14.88
"1986","ATZAB",47.92,16.42
"1987","ATZAC",48.2,15.77
"1988","ATZAD",48.1,13.57
"1989","ATZAE",47.4,15.47
"1990","ATZAM",47.15,10.58
"1991","ATZAS",47.32,12.78
"1992","ATZDD",48.33,15.9
"1993","ATZEN",48.1,16.42
"1994","ATZER",48.33,16.17
"1995","ATZEZ",47.22,11.88
"1996","ATZIE",48.52,15.92
"1997","ATZIN",48.32,15.67
"1998","ATZIP",48.03,13.5
"1999","ATZIR",47.28,11.22
"2000","ATZIS",48.53,16.75
"2001","ATZLF",48.7,16.05
"2002","ATZMD",47.75,16.45
"2003","ATZMO",47.9,13.32
"2004","ATZNG",48.48,15.68
"2005","ATZNH",47.8,12.98
"2006","ATZPE",48.05,13.57
"2007","ATZRF",48.65,16.65
"2008","ATZRS",47.17,10.17
"2009","ATZTG",46.95,15.42
"2010","ATZUR",47.97,17
"2011","ATZWD",48.6,16.43
"2012","ATZWT",48.6,15.17
"2013","ATZZG",48.02,13.02
"76","AU005",-38.25,145.18
"83","AU888",-38.25,145.18
"62","AUADL",-38.25,145.18
"55","AUALH",-38.25,145.18
"72","AUBBG",-38.25,145.18
"65","AUBEL",-38.25,145.18
"79","AUBME",-38.25,145.18
"64","AUBNE",-38.25,145.18
"70","AUBUY",-38.25,145.18
"80","AUBWT",-38.25,145.18
"75","AUCCU",-38.25,145.18
"71","AUCNS",-38.25,145.18
"54","AUDAM",-38.25,145.18
"61","AUEPR",-38.25,145.18
"52","AUGET",-38.25,145.18
"60","AUGEX",-38.25,145.18
"66","AUHPT",-38.25,145.18
"78","AUIPS",-38.25,145.18
"63","AUJFM",-38.25,145.18
"69","AUKRB",-38.25,145.18
"59","AUKWI",-38.25,145.18
"67","AULDC",-38.25,145.18
"58","AUMEL",-38.25,145.18
"77","AUMKY",-38.25,145.18
"57","AUNTL",-38.25,145.18
"82","AUPAE",-38.25,145.18
"56","AUPHE",-38.25,145.18
"51","AUPKL",-38.25,145.18
"53","AUPLO",-38.25,145.18
"74","AUPPI",-38.25,145.18
"73","AUPTJ",-38.25,145.18
"81","AUSYD",-38.25,145.18
"68","AUTSV",-38.25,145.18
"84","AW888",12.5,-69.97
"85","BBBGI",13.09953,-59.625
"87","BDCGP",24.03,91.02
"86","BDMGL",24.03,91.02
"4010","BE2HW",50.55,4.18
"4011","BE7PD",50.37,3.77
"4012","BE9IR",50.8,5.67
"4013","BEAAB",50.93,4.03
"4014","BEAAL",51.08,3.45
"4015","BEAAR",51.13,4.38
"4016","BEAAS",50.98,4.83
"4017","BEAAT",49.57,5.83
"4018","BEABC",50.47,3.63
"4019","BEABE",50.6,3.82
"4020","BEABO",51.03,4.98
"4021","BEABR",51.2,3.27
"4022","BEABY",50.15,5.32
"4023","BEACE",50.33,5.18
"4024","BEACH",50.15,5.75
"4025","BEACS",50.75,4.67
"4026","BEADI",50.38,3.72
"4027","BEADK",51.07,2.6
"4028","BEADO",50.98,3.2
"4029","BEADU",50.4,4.27
"4030","BEAEJ",51.32,5.08
"4031","BEAEL",50.68,5.5
"4032","BEAES",50.92,4.2
"4033","BEAFF",50.88,4.08
"4034","BEAFN",51.03,3.67
"4035","BEAGE",51.2,3.48
"4036","BEAGI",50.17,4.8
"4037","BEAGT",50.7,5.7
"4038","BEAHE",50.55,5.22
"4039","BEAHL",51.25,5.48
"4040","BEAHO",50.77,5.1
"4041","BEAIE",51.05,2.75
"4042","BEAIS",50.48,5.52
"4043","BEAKN",50.87,5.3
"4044","BEALB",50.77,3.22
"4045","BEALI",49.78,5.62
"4046","BEAME",50.35,6.15
"4047","BEAML",50.35,6.17
"4048","BEAMO",50.62,5.88
"4049","BEAMY",50.55,5.32
"4050","BEANB",50.62,5.58
"4051","BEAND",50.48,5.1
"4052","BEANE",51.23,3.75
"4053","BEANG",50.35,3.68
"4054","BEANH",50.32,4.88
"4055","BEANL",50.83,4.3
"4056","BEANR",51.22,4.42
"4057","BEANS",50.65,5.53
"4058","BEANY",50.43,4.93
"4059","BEAOG",50.75,3.48
"4060","BEAPE",50.42,4.58
"4061","BEAPL",51.03,4.07
"4062","BEAPS",50.53,5.28
"4063","BEAPT",50.82,3.97
"4064","BEAQE",50.57,4.27
"4065","BEARE",50.6,3.83
"4066","BEARL",49.68,5.82
"4067","BEARO",50.88,4.92
"4068","BEARS",51,3.42
"4069","BEART",51.12,3.08
"4070","BEASB",50.73,4.32
"4071","BEASE",50.83,3.95
"4072","BEASN",50.37,5.02
"4073","BEASP",50.92,3.65
"4074","BEASR",50.25,4.9
"4075","BEASS",51.02,5.58
"4076","BEAST",50.98,3.55
"4077","BEATE",49.77,5.78
"4078","BEATH",50.62,3.77
"4079","BEATO",50.57,3.45
"4080","BEAUB",50.57,3.68
"4081","BEAUG",49.58,5.8
"4082","BEAUL",50.7,5.85
"4083","BEAUY",49.82,5.17
"4084","BEAVE",50.33,4.83
"4085","BEAVL",50.77,3.43
"4086","BEAVR",51.02,2.72
"4087","BEAVS",50.45,4.62
"4088","BEAWS",50.67,5.47
"4089","BEAYW",50.47,5.67
"4090","BEAZM",50.83,3.47
"4091","BEBAD",51.05,4.37
"4092","BEBAI",50.28,5.33
"4093","BEBAK",50.97,3.75
"4094","BEBAL",51,4.75
"4095","BEBAN",50.52,5.17
"4096","BEBAR",51.12,4.65
"4097","BEBAS",50.62,4.35
"4098","BEBAT",51.05,4.45
"4099","BEBAV",50.87,3.3
"4100","BEBAX",50.03,4.38
"4101","BEBAY",50.58,3.53
"4102","BEBAZ",51.15,4.3
"4103","BEBBG",51.32,3.13
"4104","BEBBX",50.35,5.83
"4105","BEBBY",50.73,5.75
"4106","BEBCE",50.32,4.25
"4107","BEBCI",50.4,4.17
"4108","BEBCM",50.78,3.5
"4109","BEBCN",50.67,5.7
"4110","BEBCO",50.6,4.13
"4111","BEBCR",50.48,4.25
"4112","BEBCS",50.62,3.5
"4113","BEBCT",51.17,4.5
"4114","BEBDE",50.95,4.15
"4115","BEBDH",50.5,4.2
"4116","BEBDI",50.62,3.3
"4117","BEBDU",50.48,3.82
"4118","BEBDV",50.38,4.82
"4119","BEBEA",50.22,4.23
"4120","BEBEE",50.77,4.3
"4121","BEBEH",50.22,5.98
"4122","BEBEI",50.95,4.37
"4123","BEBEL",50.87,3.32
"4124","BEBEM",51.08,3.5
"4125","BEBEN",50.42,5.42
"4126","BEBER",51.32,4.87
"4127","BEBES",50.52,3.63
"4128","BEBET",50.72,5.23
"4129","BEBEV",50.97,3.15
"4130","BEBEZ",50.47,4.92
"4131","BEBFE",50.55,3.57
"4132","BEBFY",50.57,5.63
"4133","BEBGA",50.47,4.83
"4134","BEBGE",50.78,3.27
"4135","BEBGH",50.43,6.2
"4136","BEBGI",50.55,3.55
"4137","BEBGK",51.2,3.52
"4138","BEBGN",50.87,5.62
"4139","BEBGO",50.9,4.48
"4140","BEBGS",51.22,3.23
"4141","BEBGU",50.18,6.13
"4142","BEBGY",51.02,4.77
"4143","BEBHA",50.35,4.22
"4144","BEBHE",51.25,3.72
"4145","BEBHH",51.05,2.95
"4146","BEBHO",51.45,4.93
"4147","BEBHR",50.52,3.4
"4148","BEBHT",50.52,3.38
"4149","BEBHU",51.02,4.2
"4150","BEBIE",50.72,4.6
"4151","BEBIH",50.7,4.13
"4152","BEBIM",50.2,4.83
"4153","BEBIR",51.23,2.97
"4154","BEBIV",49.93,5.02
"4155","BEBIZ",50.93,2.63
"4156","BEBKE",50.83,4.77
"4157","BEBKM",50.87,4.88
"4158","BEBKO",50.95,4.97
"4159","BEBL7",50.4,6.25
"4160","BEBLA",50.68,4.37
"4161","BEBLC",50.68,4.27
"4162","BEBLD",50.83,4.72
"4163","BEBLE",51.17,5.15
"4164","BEBLI",50.73,4.15
"4165","BEBLK",50.83,3.38
"4166","BEBLN",50.63,5.97
"4167","BEBLO",50.55,3.72
"4168","BEBLS",50.03,4.35
"4169","BEBLT",50.5,3.65
"4170","BEBLX",50.38,5.4
"4171","BEBLZ",50.87,5.52
"4172","BEBMA",50.38,5.53
"4173","BEBMB",50.98,4.57
"4174","BEBMI",50.53,3.55
"4175","BEBNA",50.5,4.42
"4176","BEBND",50.17,5.42
"4177","BEBNI",51.03,4.53
"4178","BEBNN",50.53,5.73
"4179","BEBNO",50.5,4.93
"4180","BEBNR",50.33,6.12
"4181","BEBNU",50.75,5.73
"4182","BEBNY",50.67,5.73
"4183","BEBO2",50.38,3.93
"4184","BEBOA",50.52,5.18
"4185","BEBOC",51.17,5.58
"4186","BEBOG",50.8,5.33
"4187","BEBOH",49.87,4.88
"4188","BEBOL",50.67,5.77
"4189","BEBOM",51.08,4.37
"4190","BEBON",51.1,4.23
"4191","BEBOO",50.93,5.72
"4192","BEBOR",51.22,4.43
"4193","BEBOS",51.05,4.77
"4194","BEBOT",50.45,4.07
"4195","BEBOU",50.62,4.5
"4196","BEBOV",50.52,4.42
"4197","BEBPC",51.2,4.43
"4198","BEBQE",50.33,4.62
"4199","BEBQY",50.58,3.68
"4200","BEBR3",50.85,3.02
"4201","BEBRA",51.28,4.45
"4202","BEBRC",51.35,4.63
"4203","BEBRD",50.58,5.07
"4204","BEBRE",51.13,5.6
"4205","BEBRG",50.6,3.85
"4206","BEBRI",50.52,4.68
"4207","BEBRK",50.9,3.88
"4208","BEBRL",51.03,4
"4209","BEBRM",51.15,3.33
"4210","BEBRN",51.05,4.33
"4211","BEBRO",50.73,5.18
"4212","BEBRS",50.63,5.15
"4213","BEBRT",51.33,4.32
"4214","BEBRU",50.83,4.33
"4215","BEBRV",50.13,4.95
"4216","BEBRY",50.55,3.42
"4217","BEBSA",50.87,4.28
"4218","BEBSB",51.2,4.48
"4219","BEBSE",50.82,3.22
"4220","BEBSG",50,5.72
"4221","BEBSI",50.32,4.17
"4222","BEBSL",51.15,4.08
"4223","BEBSM",50.93,4.27
"4224","BEBSN",50.62,5.92
"4225","BEBSO",50.5,3.6
"4226","BEBSR",51.03,4.17
"4227","BEBSS",50.43,3.8
"4228","BEBST",50.65,5.43
"4229","BEBSU",50.75,3.4
"4230","BEBSV",51.23,3.68
"4231","BEBSX",50.63,5.6
"4232","BEBSY",50.67,3.93
"4233","BEBSZ",51.07,2.88
"4234","BEBTC",50.65,5.82
"4235","BEBTE",50.73,4.18
